"","pool","code","country","marst","relinc","sex","age","parent","employ","homemaker","degree","hswrk","respmom","famlife","index"
"6874","One $ Manager","CH","Switzerland","Married","Man primary-earner","Male",39,"Parent","Fulltime","Other","Lower level tertiary",5,"Yes, she worked for pay",7,0.057
"6875","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",31,"Parent","Fulltime","Other","Post secondary",5,"Yes, she worked for pay",7,0.057
"6876","Manage $ Together","CH","Switzerland","Cohab","Man primary-earner","Male",54,"Nonparent","Fulltime","Homemaker","Lower level tertiary",5,"No",5,0.057
"6877","Keep Some $ Separate","CH","Switzerland","Cohab","Woman primary-earner","Female",25,"Parent","Parttime","Homemaker","Post secondary",3,"No",4,0.057
"6878","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",53,"Nonparent","Not in labor force","Homemaker","Post secondary",1,"Yes, she worked for pay",5,0.057
"6879","Keep Some $ Separate","CH","Switzerland","Married","Man primary-earner","Male",47,"Parent","Parttime","Other","Post secondary",2,"Yes, she worked for pay",4,0.057
"6880","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",45,"Parent","Fulltime","Homemaker","Lower level tertiary",2,"No",7,0.057
"6881","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",51,"Nonparent","Fulltime","Other","Post secondary",5,"No",7,0.057
"6882","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",39,"Parent","Unemployed","Homemaker","Post secondary",0,"No",6,0.057
"6883","Keep Some $ Separate","CH","Switzerland","Cohab","Man primary-earner","Male",26,"Parent","Fulltime","Other","Post secondary",3,"Yes, she worked for pay",6,0.057
"6884","One $ Manager","CH","Switzerland","Married","Man primary-earner","Male",51,"Nonparent","Fulltime","Other","Post secondary",3,"No",5,0.057
"6885","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",52,"Nonparent","Parttime","Homemaker","Post secondary",3,"Yes, she worked for pay",7,0.057
"6886","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",49,"Parent","Fulltime","Homemaker","Upper level tertiary",2,"Yes, she worked for pay",6,0.057
"6887","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",35,"Parent","Parttime","Homemaker","Post secondary",2,"Yes, she worked for pay",6,0.057
"6888","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",30,"Parent","Not in labor force","Homemaker","Post secondary",3,"Yes, she worked for pay",6,0.057
"6889","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",31,"Parent","Not in labor force","Homemaker","Lower level tertiary",3,"No",7,0.057
"6890","Keep Some $ Separate","CH","Switzerland","Cohab","Equal-earners","Male",41,"Nonparent","Parttime","Other","Lower secondary",3,"No",6,0.057
"6891","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",46,"Parent","Not in labor force","Homemaker","Post secondary",3,"Yes, she worked for pay",6,0.057
"6892","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",44,"Parent","Parttime","Homemaker","Post secondary",5,"No",6,0.057
"6893","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",25,"Nonparent","Fulltime","Other","Post secondary",3,"Yes, she worked for pay",6,0.057
"6894","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",36,"Parent","Parttime","Homemaker","Post secondary",2,"No",6,0.057
"6895","Keep Some $ Separate","CH","Switzerland","Cohab","Man primary-earner","Male",32,"Nonparent","Fulltime","Other","Post secondary",6,"Yes, she worked for pay",6,0.057
"6896","One $ Manager","CH","Switzerland","Married","Man primary-earner","Male",45,"Parent","Fulltime","Homemaker","Upper level tertiary",6,"No",6,0.057
"6897","Keep Some $ Separate","CH","Switzerland","Cohab","Equal-earners","Male",52,"Nonparent","Fulltime","Homemaker","Post secondary",5,"Yes, she worked for pay",6,0.057
"6898","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",52,"Parent","Fulltime","Homemaker","Post secondary",5,"Yes, she worked for pay",6,0.057
"6899","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",53,"Nonparent","Parttime","Homemaker","Post secondary",6,"No",6,0.057
"6900","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",29,"Nonparent","Fulltime","Other","Post secondary",4,"No",6,0.057
"6901","Keep All $ Separate","CH","Switzerland","Married","Man primary-earner","Female",53,"Nonparent","Fulltime","Other","Post secondary",4,"No",7,0.057
"6902","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",45,"Parent","Not in labor force","Homemaker","Post secondary",2,"Yes, she worked for pay",7,0.057
"6903","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",46,"Parent","Not in labor force","Homemaker","Lower secondary",0,"Yes, she worked for pay",7,0.057
"6904","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",39,"Parent","Fulltime","Other","Lower level tertiary",2,"Yes, she worked for pay",6,0.057
"6905","Keep Some $ Separate","CH","Switzerland","Cohab","Man primary-earner","Male",35,"Nonparent","Parttime","Other","Upper level tertiary",7,"Yes, she worked for pay",6,0.057
"6906","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",41,"Parent","Parttime","Homemaker","Post secondary",2,"Yes, she worked for pay",6,0.057
"6907","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",46,"Parent","Not in labor force","Homemaker","Upper level tertiary",3,"Yes, she worked for pay",6,0.057
"6908","Keep Some $ Separate","CH","Switzerland","Married","Man primary-earner","Male",39,"Parent","Fulltime","Homemaker","Post secondary",2,"Yes, she worked for pay",5,0.057
"6909","Manage $ Together","CH","Switzerland","Married","Equal-earners","Female",32,"Parent","Parttime","Homemaker","Upper level tertiary",4,"No",7,0.057
"6910","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",53,"Nonparent","Fulltime","Homemaker","Upper level tertiary",5,"Yes, she worked for pay",5,0.057
"6911","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",34,"Parent","Fulltime","Other","Post secondary",3,"Yes, she worked for pay",6,0.057
"6912","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",39,"Parent","Not in labor force","Homemaker","Lower level tertiary",4,"Yes, she worked for pay",5,0.057
"6913","Keep Some $ Separate","CH","Switzerland","Cohab","Woman primary-earner","Female",28,"Nonparent","Fulltime","Other","Upper level tertiary",7,"Yes, she worked for pay",5,0.057
"6914","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",54,"Nonparent","Fulltime","Other","Lower level tertiary",2,"Yes, she worked for pay",7,0.057
"6915","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",47,"Nonparent","Not in labor force","Other","Post secondary",2,"No",6,0.057
"6916","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",52,"Parent","Fulltime","Homemaker","Lower secondary",2,"Yes, she worked for pay",7,0.057
"6917","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",46,"Nonparent","Fulltime","Other","Post secondary",5,"Yes, she worked for pay",5,0.057
"6918","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Male",33,"Parent","Unemployed","Other","Lower secondary",2,"No",6,0.057
"6919","Keep Some $ Separate","CH","Switzerland","Cohab","Man primary-earner","Female",32,"Nonparent","Fulltime","Other","Upper level tertiary",4,"Yes, she worked for pay",6,0.057
"6920","Keep All $ Separate","CH","Switzerland","Married","Man primary-earner","Female",39,"Parent","Parttime","Homemaker","Lower secondary",2,"Yes, she worked for pay",5,0.057
"6921","Keep All $ Separate","CH","Switzerland","Cohab","Man primary-earner","Male",39,"Parent","Fulltime","Homemaker","Post secondary",3,"Yes, she worked for pay",5,0.057
"6922","One $ Manager","CH","Switzerland","Married","Man primary-earner","Male",38,"Parent","Fulltime","Other","Post secondary",3,"Yes, she worked for pay",6,0.057
"6923","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",47,"Parent","Fulltime","Homemaker","Upper level tertiary",6,"Yes, she worked for pay",6,0.057
"6924","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",26,"Parent","Fulltime","Other","Post secondary",4,"Yes, she worked for pay",7,0.057
"6925","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",51,"Parent","Not in labor force","Other","Post secondary",2,"No",7,0.057
"6926","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",43,"Parent","Parttime","Homemaker","Lower level tertiary",3,"No",6,0.057
"6927","One $ Manager","CH","Switzerland","Married","Woman primary-earner","Male",32,"Parent","Fulltime","Other","Lower level tertiary",7,"Yes, she worked for pay",7,0.057
"6928","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",34,"Parent","Fulltime","Other","Upper secondary",2,"No",7,0.057
"6929","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",53,"Parent","Fulltime","Other","Post secondary",5,"No",5,0.057
"6930","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",43,"Parent","Fulltime","Homemaker","Upper level tertiary",3,"Yes, she worked for pay",6,0.057
"6931","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",29,"Parent","Fulltime","Other","Lower secondary",9,"Yes, she worked for pay",6,0.057
"6932","Keep Some $ Separate","CH","Switzerland","Married","Man primary-earner","Male",49,"Parent","Fulltime","Homemaker","Lower level tertiary",3,"No",6,0.057
"6933","One $ Manager","CH","Switzerland","Married","Woman primary-earner","Male",31,"Parent","Student","Homemaker","Primary school",8,"No",6,0.057
"6934","Keep Some $ Separate","CH","Switzerland","Cohab","Woman primary-earner","Female",38,"Nonparent","Fulltime","Other","Lower secondary",4,"Yes, she worked for pay",5,0.057
"6935","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",54,"Nonparent","Parttime","Other","Post secondary",2,"No",6,0.057
"6936","One $ Manager","CH","Switzerland","Married","Equal-earners","Female",50,"Parent","Parttime","Homemaker","Upper level tertiary",6,"No",7,0.057
"6937","Manage $ Together","CH","Switzerland","Married","Equal-earners","Male",47,"Parent","Not in labor force","Homemaker","Post secondary",4,"No",5,0.057
"6938","Keep All $ Separate","CH","Switzerland","Married","Equal-earners","Female",40,"Parent","Parttime","Homemaker","Lower level tertiary",1,"Yes, she worked for pay",5,0.057
"6939","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",43,"Parent","Parttime","Homemaker","Post secondary",0,"No",7,0.057
"6940","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",54,"Parent","Parttime","Homemaker","Post secondary",3,"Yes, she worked for pay",5,0.057
"6941","One $ Manager","CH","Switzerland","Married","Man primary-earner","Male",54,"Nonparent","Fulltime","Other","Post secondary",3,"Yes, she worked for pay",6,0.057
"6942","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",35,"Nonparent","Fulltime","Other","Upper level tertiary",6,"Yes, she worked for pay",6,0.057
"6943","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",48,"Parent","Fulltime","Homemaker","Post secondary",3,"No",6,0.057
"6944","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",28,"Nonparent","Parttime","Other","Post secondary",6,"Yes, she worked for pay",6,0.057
"6945","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",52,"Nonparent","Parttime","Homemaker","Upper level tertiary",3,"Yes, she worked for pay",6,0.057
"6946","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",35,"Parent","Fulltime","Homemaker","Upper level tertiary",3,"No",7,0.057
"6947","Manage $ Together","CH","Switzerland","Married","Equal-earners","Female",34,"Parent","Fulltime","Other","Post secondary",5,"Yes, she worked for pay",6,0.057
"6948","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",49,"Nonparent","Not in labor force","Homemaker","Post secondary",0,"No",5,0.057
"6949","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Male",46,"Parent","Fulltime","Homemaker","Post secondary",3,"No",5,0.057
"6950","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",47,"Parent","Parttime","Homemaker","Post secondary",7,"Yes, she worked for pay",7,0.057
"6951","Keep Some $ Separate","CH","Switzerland","Cohab","Woman primary-earner","Male",29,"Nonparent","Parttime","Other","Upper secondary",6,"Yes, she worked for pay",7,0.057
"6952","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",39,"Parent","Fulltime","Homemaker","Post secondary",4,"Yes, she worked for pay",7,0.057
"6953","Manage $ Together","CH","Switzerland","Cohab","Man primary-earner","Male",46,"Parent","Fulltime","Homemaker","Upper level tertiary",2,"No",6,0.057
"6954","Keep All $ Separate","CH","Switzerland","Cohab","Woman primary-earner","Female",54,"Nonparent","Not in labor force","Homemaker","Post secondary",4,"No",5,0.057
"6955","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",43,"Parent","Not in labor force","Homemaker","Lower level tertiary",2,"Yes, she worked for pay",6,0.057
"6956","Keep Some $ Separate","CH","Switzerland","Married","Man primary-earner","Female",39,"Parent","Fulltime","Other","Lower level tertiary",1,"Yes, she worked for pay",6,0.057
"6957","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",46,"Parent","Parttime","Homemaker","Post secondary",2,"No",6,0.057
"6958","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",53,"Parent","Unemployed","Homemaker","Lower level tertiary",4,"Yes, she worked for pay",5,0.057
"6959","Keep Some $ Separate","CH","Switzerland","Married","Man primary-earner","Male",45,"Parent","Fulltime","Homemaker","Upper level tertiary",3,"No",5,0.057
"6960","Manage $ Together","CH","Switzerland","Cohab","Woman primary-earner","Female",32,"Nonparent","Fulltime","Other","Lower level tertiary",4,"Yes, she worked for pay",6,0.057
"6961","Keep Some $ Separate","CH","Switzerland","Cohab","Man primary-earner","Female",22,"Nonparent","Parttime","Other","Upper secondary",4,"Yes, she worked for pay",4,0.057
"6962","Manage $ Together","CH","Switzerland","Married","Woman primary-earner","Female",42,"Parent","Fulltime","Homemaker","Primary school",6,"Yes, she worked for pay",7,0.057
"6963","Keep All $ Separate","CH","Switzerland","Married","Woman primary-earner","Female",33,"Parent","Parttime","Other","Lower secondary",2,"Yes, she worked for pay",5,0.057
"6964","Keep Some $ Separate","CH","Switzerland","Married","Woman primary-earner","Female",47,"Parent","Parttime","Homemaker","Post secondary",1,"No",6,0.057
"6965","One $ Manager","CH","Switzerland","Married","Man primary-earner","Female",33,"Parent","Not in labor force","Homemaker","Upper level tertiary",2,"Yes, she worked for pay",7,0.057
"6966","Manage $ Together","CH","Switzerland","Married","Man primary-earner","Female",53,"Nonparent","Parttime","Homemaker","Lower secondary",3,"No",6,0.057
